x,y,z,success,elapsed_ms
-0.0500,-0.3500,0.6000,0,8.508
-0.0500,-0.3000,0.6000,0,8.360
0.0000,-0.3500,0.6000,1,1.729
0.0000,-0.3000,0.6000,1,1.535
0.0500,-0.5000,0.6000,0,8.690
0.0500,-0.4500,0.6000,1,1.556
0.0500,-0.4000,0.6000,1,1.466
0.1000,-0.5000,0.6000,0,8.423
0.1000,-0.4500,0.6000,1,2.263
0.1000,-0.4000,0.6000,1,1.470
0.0500,-0.3500,0.6000,1,1.226
0.0500,-0.3000,0.6000,1,1.283
0.1000,-0.3500,0.6000,1,1.360
0.1000,-0.3000,0.6000,1,1.237
0.1000,-0.5500,0.6000,0,8.428
0.1500,-0.5000,0.6000,1,1.615
0.2000,-0.5000,0.6000,0,6.740
0.1500,-0.4500,0.6000,1,1.428
0.1500,-0.4000,0.6000,1,2.680
0.2000,-0.4500,0.6000,1,1.742
0.2000,-0.4000,0.6000,1,1.517
0.1500,-0.3500,0.6000,1,1.345
0.1500,-0.3000,0.6000,1,1.327
0.2000,-0.3500,0.6000,1,1.352
0.2000,-0.3000,0.6000,1,1.177
0.1000,-0.2500,0.6000,0,6.073
0.1500,-0.2500,0.6000,0,7.782
0.2000,-0.2500,0.6000,1,1.381
0.2000,-0.2000,0.6000,1,1.403
0.1500,-0.1500,0.6000,0,6.936
0.1500,-0.1000,0.6000,0,7.948
0.2000,-0.1500,0.6000,1,1.356
0.2000,-0.1000,0.6000,1,1.195
0.1500,0.0000,0.6000,0,6.667
0.1500,0.0500,0.6000,0,8.080
0.2000,0.0000,0.6000,1,1.770
0.2000,0.0500,0.6000,0,12.014
0.2000,0.1000,0.6000,0,8.016
0.2500,-0.4500,0.6000,1,1.523
0.2500,-0.4000,0.6000,1,1.361
0.3000,-0.4500,0.6000,0,7.105
0.3000,-0.4000,0.6000,1,2.191
0.2500,-0.3500,0.6000,1,1.544
0.2500,-0.3000,0.6000,1,1.134
0.3000,-0.3500,0.6000,1,1.188
0.3000,-0.3000,0.6000,1,1.599
0.2500,-0.2500,0.6000,1,1.676
0.2500,-0.2000,0.6000,1,1.242
0.3000,-0.2500,0.6000,1,1.173
0.3000,-0.2000,0.6000,1,1.472
0.2500,-0.1500,0.6000,1,1.182
0.2500,-0.1000,0.6000,1,1.474
0.3000,-0.1500,0.6000,1,1.146
0.3000,-0.1000,0.6000,1,1.147
0.2000,-0.0500,0.6000,1,1.152
0.2500,-0.0500,0.6000,1,1.268
0.2500,0.0000,0.6000,1,1.154
0.3000,-0.0500,0.6000,1,1.404
0.3000,0.0000,0.6000,1,1.133
0.3500,-0.3500,0.6000,1,1.155
0.3500,-0.3000,0.6000,1,1.137
0.3500,-0.2500,0.6000,1,1.198
0.3500,-0.2000,0.6000,1,2.358
0.4000,-0.2500,0.6000,1,3.212
0.4000,-0.2000,0.6000,1,1.151
0.3500,-0.1500,0.6000,1,1.425
0.3500,-0.1000,0.6000,1,1.375
0.4000,-0.1500,0.6000,1,1.474
0.4000,-0.1000,0.6000,1,1.246
0.3500,-0.0500,0.6000,1,3.432
0.3500,0.0000,0.6000,1,1.459
0.3000,0.0500,0.6000,0,8.507
-0.4000,-0.3000,0.6500,0,8.810
-0.4000,-0.2000,0.6500,0,9.142
-0.3500,-0.3000,0.6500,0,8.892
