x,y,z,success,elapsed_ms
0.3000,0.0000,0.6000,1,4.971
0.3500,-0.3500,0.6000,1,4.174
0.3500,-0.3000,0.6000,1,1.362
0.3500,-0.2500,0.6000,1,4.711
0.3500,-0.2000,0.6000,1,5.590
0.4000,-0.2500,0.6000,1,2.269
0.4000,-0.2000,0.6000,0,7.807
0.3500,-0.1500,0.6000,0,6.396
0.3500,-0.1000,0.6000,1,6.436
0.4000,-0.1500,0.6000,1,2.744
0.4000,-0.1000,0.6000,0,7.517
0.3500,-0.0500,0.6000,1,2.720
0.3500,0.0000,0.6000,0,10.319
0.3000,0.0500,0.6000,0,8.740
-0.4000,-0.3000,0.6500,0,6.836
-0.4000,-0.2000,0.6500,0,13.927
-0.3500,-0.3000,0.6500,0,6.468
-0.3500,-0.2000,0.6500,0,6.554
-0.3000,-0.3000,0.6500,0,8.078
-0.3000,-0.2500,0.6500,0,12.227
-0.4000,-0.1000,0.6500,0,6.677
-0.4000,-0.0500,0.6500,0,7.297
-0.3500,-0.0500,0.6500,0,7.129
-0.3500,0.0000,0.6500,0,6.758
-0.3000,-0.1000,0.6500,0,6.312
-0.3000,-0.0500,0.6500,0,10.366
-0.3000,0.0000,0.6500,0,6.941
-0.3000,-0.4500,0.6500,0,6.646
-0.3000,-0.4000,0.6500,0,7.252
-0.2500,-0.5000,0.6500,0,6.325
-0.2500,-0.4500,0.6500,0,6.985
-0.2500,-0.4000,0.6500,0,6.749
-0.2000,-0.5000,0.6500,0,9.452
-0.2000,-0.4500,0.6500,0,6.692
-0.2000,-0.4000,0.6500,0,10.466
-0.3000,-0.3500,0.6500,0,6.901
-0.2500,-0.3500,0.6500,0,12.697
-0.2500,-0.3000,0.6500,0,10.383
-0.2000,-0.3500,0.6500,0,8.856
-0.2000,-0.3000,0.6500,0,6.967
-0.2500,-0.2500,0.6500,0,7.121
-0.2500,-0.2000,0.6500,0,6.017
-0.2000,-0.2500,0.6500,0,7.941
